Person,Tweet,NEREntityCount,LengthOfTweet,Relevance,Sentiment
JK Rowling,@jk_rowling thank you Jo! How are you celebrating?,1,50,1,0
JK Rowling,@jk_rowling please - what are Hermione's parents' real names? This can't be a spoiler for @HPPlayLDN #ninjadentists,1,115,2,0
JK Rowling,"@jk_rowling Be President of Brazil, please! WE LOVE YOU",0,55,1,0
JK Rowling,@jk_rowling thanks from Israel Jo!,0,34,1,0
JK Rowling,@jk_rowling I want to see a movie about Castelo Bruxo. I NEVER ASKED YOU ANYTHING BEFORE THIS! ;_;,0,98,2,0
JK Rowling,@gbeeston30 @jk_rowling what a scumbag. Clearly not middle class,0,64,1,1
JK Rowling,@jk_rowling Muggles will not understand.,0,40,1,1
JK Rowling,RT @ohpasquim: .@jk_rowling REMBERAL,0,37,1,0
JK Rowling,@jaymohr37 #DMiller Scotty Brooks? Sheesh babe that cat is gonna be the best thing to happen to the Wizards since JK Rowling! #jaymohrsports,2,140,1,1
JK Rowling,@jk_rowling Because Minerva chose a cat to become???,0,52,2,1
JK Rowling,@jk_rowling no idea what's going on... can someone explain?,0,59,1,1
JK Rowling,@jk_rowling Do you know the French fantasy series Tara Duncan? It is compared to Harry Potter A LOT. I would love to hear your thoughts.,4,136,2,0
JK Rowling,@jk_rowling always wondered how Muggle Parents of magical children handled not being able to discuss magic with their friends.,0,126,2,0
JK Rowling,"@jk_rowling Sounds like a J.K. Rowling sneeze to me!  Bless you, madam.  Bless you and your fancy sneeze.  :)",0,109,1,0
JK Rowling,"@jk_rowling hello queen, brazil loves u",0,39,1,0
JK Rowling,@jk_rowling was Newt's expulsion similar to Hagrid's?,2,53,2,0
JK Rowling,@jk_rowling in case you missed this moving podcast I'd recommend checking it out. You play a not insignificant role:,0,117,1,1
JK Rowling,@jk_rowling jo thank you for the hogwarts house appreciation week btw,0,69,1,0
JK Rowling,"@jk_rowling I think you have misspelled my name, it's I L L I A N actually",0,74,1,1
JK Rowling,@jk_rowling who was the headmaster when Newt was expelled?,1,58,2,0
JK Rowling,"@jk_rowling u should try writing a story about my miserable life , it will be a hit , trust me",0,94,1,0
JK Rowling,@jk_rowling i miss prince,0,25,1,1
JK Rowling,Please read and RT  #ForPetersSake @LittleMix @SimonCowell @jk_rowling @thisispowder @louteasdale @whtimes ,0,109,2,0
JK Rowling,@jk_rowling I miss Albus :/. Hope to see him with Newt :),2,57,2,1
JK Rowling,"@jk_rowling we're Ecuadorian students in UK, please help us promoting this   #EcuadorEarthquake #SOSEcuador RT",0,110,2,0
JK Rowling,@jk_rowling will we find out what beast Newt had at Hogwarts?,1,61,2,0
JK Rowling,@jk_rowling were the house elves at Hogwarts trained to make matzah?,0,68,2,0
JK Rowling,@innuendorin @jk_rowling Im not totally lying or am I?,0,54,2,1
JK Rowling,@jk_rowling is it possible for a wizard to refuse the magic and live a muggle life? i don't know a single person who would do that but still,0,140,2,0
JK Rowling,"@jk_rowling I owe you my childhood. Thank you for existing, J.K. Brazil loves you.",2,82,1,0
JK Rowling,RT @hey__grace: @jk_rowling If James' parents died from dragon pox what happened to Lily's??,2,92,2,0
JK Rowling,@jk_rowling Explanation?,0,25,1,1
JK Rowling,@jk_rowling When harry goes to the forest he had the sureau wand but he died with the hand of Voldy so why the sureau wand kill voldy ..?,1,137,2,1
JK Rowling,@jk_rowling I nominated you to be the commencement speaker for my graduation in 2018 at Rutgers.. this year it's Obama pls come,1,127,1,0
JK Rowling,@jk_rowling is amazing,0,23,1,0
JK Rowling,@jk_rowling meaning?,0,20,2,0
JK Rowling,@jk_rowling Can you please follow me?,0,37,1,0
JK Rowling,@jk_rowling gam lach :),0,24,1,0
JK Rowling,@LordeVoIdemort @jk_rowling this is just wrong,0,46,1,1
JK Rowling,@jk_rowling Love from NY! Listening to HP scores at work today.,0,63,1,0
JK Rowling,@jk_rowling happy passover!,0,27,1,1
JK Rowling,"@jk_rowling Does a spell change based on the country it's being cast? Cause I don't think American wizards would say ""Repello Muggletum""...",0,139,2,0
JK Rowling,@jk_rowling how do you feel about constantly being called mom on twitter?,0,73,2,0
JK Rowling,@jk_rowling Thank you!,0,23,1,0
JK Rowling,"@jk_rowling I LOVE YOU TWEET SOMETHING FOR ME, LOVE YOU, THANK YOU FOR HARRY POTTER &lt;3333",2,92,1,0
JK Rowling,@jk_rowling Thank you! (I wonder if the Goldstein sisters celebrated back in the day ),1,86,1,0
JK Rowling,@jk_rowling THANK YOU SO MUCH!!! And to you too love!!! &lt;3,0,61,1,0
JK Rowling,@jk_rowling HELLO!!,0,19,2,0
JK Rowling,@jk_rowling love you angel,0,27,1,0
JK Rowling,@jk_rowling Argentina loves you,0,31,1,0
JK Rowling,@jk_rowling if you say so.,0,26,2,0
JK Rowling,@jk_rowling Is it possible for a wizard to cast an Avada Kedavra without a wand?,0,80,2,0
JK Rowling,@jk_rowling hello love u,0,24,1,0
JK Rowling,@jk_rowling  I didn't read much until I read Harry Potter and now I'm absolutely obsessed. thank you so much for that.,2,118,1,0
JK Rowling,@jk_rowling don't understand,0,28,1,1
JK Rowling,@jk_rowling oh god another anagram ?! Please please,0,52,1,1
JK Rowling,@jk_rowling love ya,0,19,1,0
JK Rowling,"@jk_rowling All right, already x",0,32,1,1
JK Rowling,@jk_rowling THANKS MOM LOVE YOU,0,31,1,0
JK Rowling,@jk_rowling in @gmail you can always press the Star button :).... I think in others too :),0,90,2,0
JK Rowling,RT @ardipllana: Book Day in Prishtina! My brother was dressed as his fave character and gave a speech why he loves him! @jk_rowling,0,132,1,0
JK Rowling,"@jk_rowling I look at your selfie like Harry looks at his mom,just can't see enough of you ",1,91,1,0
JK Rowling,"@jk_rowling this is a portrart that I did for you, mum  ",0,56,1,0
JK Rowling,@jk_rowling Can you RT to support a new Love Education for the planet?  #Voom #Vote #RichardBranson #Education,0,110,2,0
JK Rowling,@DickLeFenwick the glasses suit you!  @jk_rowling,0,49,2,0
JK Rowling,"@jk_rowling Florianpolis is a place where magic is natural and a part of our traditions, and its known as the island of magic.",0,126,2,0
JK Rowling,"@jk_rowling I just finished The Half-Blood Prince... I know it will, but how can it possibly get worse? ",0,104,1,1
JK Rowling,@jk_rowling Id like to register that Florianpolis should be the place where Brazils magic school should be.,0,107,2,0
JK Rowling,@jk_rowling I had a dream last night that I met you. I told you Doom Bar was my favourite drink because of Strike. You seemed pleased.,0,135,1,0
JK Rowling,@jk_rowling I think I should be a dementor when I grow up but then I just decided to work for the state.,0,104,2,1
JK Rowling,Well done eBay. @jk_rowling won't be happy! #cryffindor #gryffindor,0,68,1,1
JK Rowling,JK Rowling's inspiration for Lord Voldemort's name #Edinburgh,3,62,2,0
JK Rowling,"@jk_rowling I love you so much, you don't understand! Please tell me this is socially acceptable behaviour.",0,107,1,0
JK Rowling,@jk_rowling Help us bring healthy food &amp; good jobs to #Oakland:  Please share!,0,83,2,0
JK Rowling,RT @EW: .@jk_rowling shares awesome wand designs for #CursedChild:  #HarryPotterPlay,0,85,2,0
JK Rowling,Poetry for a Snake and a huge mutant Sea Serpent ... @jk_rowling. ,0,69,2,1
JK Rowling,"@jk_rowling @RGalbraith Oh, hi again! ",0,38,2,1
JK Rowling,"@jk_rowling When you are a Potter, have a good life does not come in the package. ",0,82,2,1
JK Rowling,JK Rowling is so bad,2,20,1,1
JK Rowling,@jk_rowling @mistersterling I think you might like the Spark email app on the iPhone then :),0,93,2,0
JK Rowling,"The mirror of Erised in the #Muggle world is  called #Instangram and #Snapchat. ""the mirror could drive you mad"" @jk_rowling #harrypotter",0,138,2,0
JK Rowling,"Also, to K Vogelsang (who?) my name was Robert Galbraith before JK Rowling adopted it as a pen name. It's not hers. ",6,116,2,1
JK Rowling,"@jennigunnssp @jk_rowling some do, but they are always facing enviousness and fighting ""power"" against them by a lot, not gender specific.",0,138,2,0
JK Rowling,@jk_rowling Hello i am ur biccest fan pls giv mi free harry pottr book i love u so much omg &lt;33333 i love u u so good author jajajaja smd bby,0,142,1,0
JK Rowling,Do you like my apps Queen Rowling? &lt;3{There isn't for Hufflepuff so } @jk_rowling,2,85,1,0
JK Rowling,@HPPlayLDN @jk_rowling Aww why was it in black and white? Still loved it though. :) &lt;3,0,89,1,0
JK Rowling,"An open letter to @jk_rowling, who inspires us every day @ChevroletMalibu #ad  via @POPSUGAREnt",0,95,1,0
JK Rowling,"RT @Dave_Mierzwa: @jk_rowling You said HP8 isn't being written, why not stories that pertain to previous years? There hasn't been 1 Wizard",0,138,2,1
JK Rowling,"RT @Dave_Mierzwa: @jk_rowling Feels like there could be so many more heroes besides Harry, feels like their stories should be told too. Tel",2,139,2,1
JK Rowling,@pottermore @HPPlayLDN @jk_rowling Dad Harry is the best thing to ever happen!!,0,79,2,0
JK Rowling,@jk_rowling have you seen the otters in Finding Dory??,0,55,2,0
JK Rowling,We touch other people's lives simply by existing.  JK Rowling,2,61,2,0
JK Rowling,I have never agreed with you more @jk_rowling,0,47,1,0
JK Rowling,@jk_rowling please follow/sponsor this cool lady with C.P. who needs followers and is accepted at Grad School at GCU,0,117,2,0
JK Rowling,"@jk_rowling jo, takes me knowThe Making of Harry Potter in London? @wbtourlondon",2,80,2,0
JK Rowling,RT @PotterWorldUK: Not true. JK Rowling NEVER said that Draco had feelings for Hermione.,2,90,2,1
JK Rowling,RT @Lord_Voldemort7: @jk_rowling Muggles never listen,0,54,2,1
JK Rowling,@jk_rowling omg now there's still hope for dramione,0,51,2,1
JK Rowling,"@jk_rowling one of my favourite lines from HP ""I'm telling you, that's not a normal girl! They don't make them like at Hogwarts!"" :-) ah Ron",1,140,2,0
JK Rowling,"You think @jk_rowling is rich? Well, I have more! #BILLIONAIRE ",0,63,1,1
JK Rowling,@jk_rowling Jo.it's my friend Milana.Sheu so much. She doesn't believe u can see it. Pls make her dream come true,0,114,1,0
JK Rowling,@powelly1874 @jk_rowling I don't like it to be honest,0,53,1,1
JK Rowling,The wizarding world is my happy place. I miss it. Day 4: Invitation attached! @jk_rowling,0,90,2,1
JK Rowling,"RT @PotterWorldUK: ""In many, many ways, Hufflepuff is my favourite house.""  @jk_rowling ",1,88,2,0
JK Rowling,@jk_rowling will you come to my wedding ? It's in Chicago but I'm marrying a London born Scotland bred boy and I love you,0,121,1,0
JK Rowling,"RT @trieduntrue: @jk_rowling My son's using ""Avada Kedavra"" on me instead of saying ""i hate you."" Makes me wish there were more killing cur",0,139,2,0
JK Rowling,"""When all this is over we'll be a proper family, you'll see"" fuck sake @jk_rowling I'll never forgive you for killing off Sirius",0,128,1,1
JK Rowling,"@jk_rowling I turned 22 yesterday and I was excited, but then I realized I've outlived Lily and James and I think I'm broken now...",2,131,2,1
JK Rowling,RT @theagoddess: How will all of us get to see #TheCursedChild if we cannot get to London? Very sad. Hopefully they will record it for the,0,138,2,1
JK Rowling,"~@serialboxpub THE SILKWORM by @jk_rowling  err, I mean @RGalbraith. ",0,69,2,1
JK Rowling,@jk_rowling @FantasticBeasts ps I haven't even started the book yet&amp; I'm #Acromantula #FantasticBeasts #FridayReads ,0,120,2,0
JK Rowling,@jk_rowling I have so much respect to you! Your writing got me through a rough patch! What does #Dumbledore smell like? &lt;3,1,125,1,0
JK Rowling,@Sami_Dawn @HPPlayLDN @jk_rowling eeeep I wish I'd managed to get tickets,0,74,2,0
JK Rowling,@jk_rowling you can flag but the sender should get a flag notification to feel special,0,86,2,0
JK Rowling,God bless @jk_rowling for giving us Harry Potter. Orlando is my real home.,2,75,1,0
JK Rowling,RT @HogwartsLogic: Happy #InternationalWomensDay to @jk_rowling Thank you for your beautiful stories  ,0,104,1,0
JK Rowling,WHY FUCKING WHY JK ROWLING DECIDED DO RELEASE THE 8TH BOOK AT THE SAME TIME BANGTAN RELEASE AN ALBUM DAMN !!,1,108,2,1
JK Rowling,"I read Lord of the Flies, and I've noticed similarities between it and HP. Were you influenced by LOTF in writing the HP books? @jk_rowling",0,139,2,0
JK Rowling,Face swap of @Seanchuckle and @jk_rowling. This is amazing!,0,60,2,0
JK Rowling,"RT @pottermore: Draco may get under your skin, but there's more to him than meets the eye:  ",0,92,2,0
JK Rowling,"@jk_rowling Just pondering the laws of apparition, how far can destination, determination, and deliberation actually take you?",0,126,2,0
JK Rowling,@jk_rowling r u making anymore Harry Potter related books any time soon? How long will it take for the Pottermore book to reach the USA?,2,136,2,0
JK Rowling,@jk_rowling Can you give us an update on the Patronus test (+ Boggart and Amortentia smell if they're in the cards) for #Pottermore? :-),0,136,2,0
JK Rowling,Pottermore - J.K. Rowling takes us into th...  #pottermore,2,58,2,0
JK Rowling,@jk_rowling do you drink or eat anything for the confidence before writing these types of things??,0,98,2,0
JK Rowling,RT @LordeVoIdemort: @jk_rowling how can you be the queen of the world and still looking just great?,0,99,1,0
JK Rowling,"RT @PotterMemory: ""It was Hagrid who came and took him into the world, and then Hagrid who would bring him back."" -@jk_rowling ",2,127,2,0
JK Rowling,@Rhiannon54 @jk_rowling something along those lines ;-),0,55,1,0
JK Rowling,Tomorrow #Dayofthebook  Thank you @VeronicaRoth and @jk_rowling i love you,0,74,1,0
JK Rowling,@jk_rowling there was some gay student at Hogwarts at Harry's time? And how the wizarding community sees this subject? #FromBrazil Love U,1,137,2,0
JK Rowling,@HPPlayLDN @jk_rowling Will it take place anywhere else than in London too???,0,78,2,0
JK Rowling,@HPPlayLDN @jk_rowling when is it coming to San Francisco,0,57,2,0
JK Rowling,"@MikeGapes @jk_rowling @oflynnmep And if you could keep her in England and not return her to us in France, we would be grateful.",0,128,1,1
JK Rowling,@jk_rowling It's my friend Milana. Pls make her drean come true. Notice this. She loves u with all of her heart. xo,1,116,1,0
JK Rowling,"I love all of them, amazing &lt;3 @jk_rowling",0,45,1,0
JK Rowling,@jk_rowling HEY! me and my family got together for the first time in a few weeks and we did the only logical thing - Harry Potter marathon,2,138,1,0
JK Rowling,@jk_rowling i love study now,0,29,1,0
JK Rowling,@jk_rowling how did Hermione practice magic before she started at hogwarts? Do the ministry ignore pre-school age students? #questions #HP,1,138,2,1
JK Rowling,RT @etherley: This is cool @jk_rowling  with Hogwarts sorting hat!,0,66,2,0
JK Rowling,"@jk_rowling hi, if a thestral can be seen only if you've seen death, how come harry could see only in the 5th part? He saw his parents die.",0,139,2,1
JK Rowling,"@jk_rowling you are the best idol in the whole wizard world, thank you for everything",0,85,1,0
JK Rowling,@jk_rowling is there a wizarding school in Germany? X,0,53,2,1
JK Rowling,the fandom puts more thought into the marauders than jk rowling did,0,67,1,1
JK Rowling,@jk_rowling so my boyfriend said for my early birthday present he preordered Harry Potter and the cursed child parts 1 and 2 for me.,2,132,2,0
JK Rowling,@Gini_L @HPPlayLDN @jk_rowling so exicted!,0,43,1,0
JK Rowling,@jk_rowling I'm eagerly waiting for your tweets for #Shakespeare400 #ShakespeareLives,0,85,1,0
JK Rowling,"@jk_rowling please, with all respect, stop to kill my favorite characters",0,73,1,1
JK Rowling,"@jk_rowling im in England until midJune how do i go about getting some preview tickets :/ ""accio tickets"" didnt work. website also failed me",0,140,2,0
JK Rowling,@HPPlayLDN @jk_rowling Thank you for that sneak peak - and for not revealing too much #keepthemagic,0,99,2,0
JK Rowling,"@jk_rowling How is it that Newt got expelled, if Fantastic Beasts the book say that he graduated and went to work for the Ministry? 0.0",1,135,2,0
JK Rowling,@jk_rowling Hey Jo! Have I thanked you for the amazing words at Harvard Commencement yet? I find myself going back to it a lot.,0,127,1,0
JK Rowling,"@jk_rowling In Brazilian legends, the Caipora can bring animals back to life. How could this relate to the Resurrection Stone limitation?",0,137,2,1
JK Rowling,@jk_rowling how can u kill my favorite characters?,0,50,1,1
JK Rowling,"RT @NickCohen4: A braying charlatan, who lacks the courage  to be an honest bastard"" - Me in @spectator on Boris Johnson and Obama ",3,131,2,1
JK Rowling,@jk_rowling we don't spick English in our country but we learn it at school and now we are reading a text about u,0,115,2,0
JK Rowling,@HPPlayLDN @jk_rowling I wonder if/how they'll do the wand effects.,0,67,2,0
JK Rowling,@jk_rowling I wish I could hug you :(,0,37,1,1
JK Rowling,@sims @jk_rowling any chance this play could be distributed in cinemas  la other stage productions via @fathomevents ? just an idea.,0,132,2,0
JK Rowling,"@jk_rowling so lazy, yet so admirable.",0,38,1,0
JK Rowling,@jk_rowling do you ever cry when writing your own books? I'm writing my new one and I keep bawling my eyes out when I'M writing it!!,0,132,2,1
JK Rowling,@jk_rowling i love my inglish schoolbook,0,41,2,0
JK Rowling,@jk_rowling look what my grandma did,0,37,2,1
JK Rowling,@jk_rowling I am also writing a book and would like to ask your advice . you are my favorite writer .,0,101,1,0
JK Rowling,@MikeGapes @jk_rowling @oflynnmep BOOM hahaha great comeback !!,0,64,1,0
JK Rowling,I literally walked passed the theatre today. Shoulda popped in and said hello :P  #pottermore,0,93,2,0
JK Rowling,RT @thisisbwright: Thank you @jk_rowling for our @lumos bracelets,0,67,1,0
JK Rowling,@ardit_haliti @TheHausElf @HPPlayLDN @jk_rowling Most welcome mate :) x,0,71,1,0
JK Rowling,@jk_rowling Hey Joanne. How are u doing? hope u have a great day. Sending lots of love from the other side of the earth.,1,120,2,0
JK Rowling,RT @MikeGapes: Perhaps you can tell us what Marine Le Pen will be saying when she comes over to support one of your MEP colleagues,3,132,2,0
JK Rowling,"@iNailwal @TheHausElf @HPPlayLDN @jk_rowling Aww, thank you! I'd love to meet you too! :) x",0,91,1,0
JK Rowling,Just finished half-blood prince for the 3rd time in my life.. I dread starting the last one bc I don't want the journey to end @jk_rowling,0,138,1,0
JK Rowling,@jk_rowling why can't someone just keep making and drinking Felix constantly so they're forever lucky?,1,102,2,1
JK Rowling,RT @ardit_haliti: .@jk_rowling turned a generation of people into readers. She gave us a place we could go to when we're sad! x,0,128,1,0
JK Rowling,@jk_rowling Can you explain this?!,0,35,1,1
JK Rowling,how is JK Rowling not a Dame yet?,2,33,1,0
JK Rowling,@jk_rowling  I'd be the first one in line for that book,0,56,1,0
JK Rowling,"@jk_rowling you can. Just put it in a file named ""favorite"". And don't reply.",0,77,2,0
JK Rowling,"@HPPlayLDN @jk_rowling goosebumps butterflies all in one, also a bit sad since I'll just be reading the script n nt actually experiencing it",0,140,2,1
JK Rowling,Jk Rowling is my other role model I need to get me some of her books.,2,69,1,0
JK Rowling,Gutted. It will be a very good idea though @jk_rowling,0,55,2,0
JK Rowling,Hey @jk_rowling. Just thought I'd say hi from Mordor.,0,53,2,0
JK Rowling,From welfare to one of the world's wealthiest womenthe rags-to-riches story of J.K. Rowling  via @bi_strategy,2,109,2,0
JK Rowling,RT @MsLourdesRoman: @jk_rowling PLEASE help this deserving couple expand their family thru IVF &amp; Surrogacy. TY! #HelpAFamilyGrow #DONATE ht,0,143,2,0
JK Rowling,@jk_rowling when I grow up I want to be at least half the person you are,0,72,1,0
JK Rowling,RT @TheStyleSceal: @irish_blogger pretty much the same as my last answer but JK Rowling. That woman made my childhood so magical #irishblog,2,138,1,0
JK Rowling,@HPPlayLDN @jk_rowling so cool to watch. x,0,42,1,0
JK Rowling,@jk_rowling BRAZIL LOVES YOU XOXO,0,34,1,0
JK Rowling,Hello @jk_rowling here is a picture of Weasley watching me poop,1,64,2,1
JK Rowling,"@jk_rowling Is the Definitive Collector's Edition of ""Harry Potter and the Cursed Child"" still happening?  If so, when will it be released?",0,139,2,0
JK Rowling,"RT @DEATHLYFIELDS: @jk_rowling You want to kill me?  Thank you for creating all this, you can kill me as many times as you want.",0,128,2,1
Bill Gates,RT @randal_olson: #BillGates' philanthropic impact put in perspective. #philanthropy #dataviz,0,96,1,0
Bill Gates,"RT @TutoristLA: #BillGates: #EdTech Has Underachieved, But Better Days Are Ahead  via @EdMarketBrief #edchat #educat",0,116,2,0
Bill Gates,"RT @Gavin_McInnes: All we have to do to pay off the debt is take 100% of Warren Buffet and Bill Gates money, 200 times.",2,119,1,0
Bill Gates,I'm gonna have a lot of COD points. I'll be like Bill Gates with COD points.,2,77,1,0
Bill Gates,"RT @Millinsky: I hate people who say ""Bill Gates also left college. I'll be fine"". Bro Bill Gates left Harvard, not Detroit local community",6,139,1,1
Bill Gates,@drawabbey @SKYHlLL yes. he wants to fuck young Bill Gates. its not normal,2,74,1,1
Bill Gates,Bill Gates @BillGates #BillGates is 66 on the leaderboard  Ranked Celebs on near realtime social media,2,102,2,0
Bill Gates,RT @buttermilkstone: You don't need a college degree to be successful. Don't believe me? Ask Bill Gates. #makemoneyonline #patience #market,2,139,1,0
Bill Gates,"RT @SAI: Bill Gates' worst decisions as CEO, according to a longtime Microsoft exec  ",2,85,1,1
Bill Gates,"RT @jpderosa: If you want to be like Warren Buffett and Bill Gates, adopt their voracious reading habits ",4,105,1,0
Bill Gates,RT @doctorfactz: Bill Gates vowed to become a millionaire by the age of 30 when he was in Harvard University -- He was a billionaire at the,2,139,2,0
Bill Gates,I'm gonna buy one of those anime arm sleeping pillows w bill gates on it,0,72,2,0
Bill Gates,I choose a lazy person to do a hard job. Because a lazy person will find an easy way to do it - Bill Gates #Quote,2,113,2,0
Bill Gates,do u ship me and bill gates,0,27,2,0
Bill Gates,"""As we look ahead into the next century, leaders will be those who empower others."" --Bill Gates #essentialsphhc #motivation",2,124,2,0
Bill Gates,"@SKYHlLL ILY I SWEAR, YOUR BILL-GATES-LOVING FLAWS AND ALL",0,58,1,0
Bill Gates,I just may be a black bill gates in the making,0,46,1,0
Bill Gates,RT @SKYHlLL: @megss268 romeo romeo oh fuck romeo bill gates,0,59,1,1
Bill Gates,Bill Gates Essay Content Is King,0,33,1,0
Bill Gates,The founder of Microsoft Bill Gates was a college drop out.  #technology #fact,2,78,2,0
Bill Gates,"RT @_yevrah: I'm pretty generous with Instagram likes but if you have over 200, odds are I'm gonna skip you. It's like giving a dollar to B",0,139,2,1
Bill Gates,Devily gates bill,0,18,1,1
Bill Gates,RT @EnviroNews: #BillGates #Plutonium Pipe Dream: Convert Mountains of Depleted #Uranium to Power Earth 4 Centuries,0,116,2,0
Bill Gates,why does young bill gates look like austin powers,0,49,1,1
Bill Gates,Why do I only see tweets about young Bill Gates on my timeline?,2,63,1,0
Bill Gates,RT @HistoryInPix: This cd-rom can hold more information than all of the paper thats here below me -Bill Gates 1994.,0,116,2,0
Bill Gates,this isnt the first time romeos gone too deep into his kink for young bill gates and i just happen to be online when he does,0,124,2,0
Bill Gates,romeo why do u want to fuck young bill gates ya ain't getting any free microsoft shit out of it,0,95,2,1
Bill Gates,RT @UniversltyHumor: Bill Gates was a drop out Yeah but he dropped out of Harvard not 11th grade intensive reading,2,114,2,0
Bill Gates,"@melindagates @PATHtweets thanks to Bill &amp; Melinda Gates to give support to Polio vaccionation. Blessings to this couple, thanks again",3,138,1,0
Bill Gates,@faIIoutbye ITS BILL GATES,1,26,1,0
Bill Gates,RT @papxrplanes: Bill Gates is not hot stop it,2,46,1,1
Bill Gates,RT @megss268: kinkshame of the day: Romeo wanting to fuck and be in a realitionship with young Bill Gates,2,105,1,1
Bill Gates,A scientist in an unrelated field says that Bill Gates assassinated Kennedy,3,76,1,1
Bill Gates,@acar321 I always get bill gates and steve jobs confused oops,0,61,2,1
Bill Gates,"RT @falloutbutch: I NEVER PLANNED ON READING THE WORDS ""I WANT TO RAVISH HIS BODY"" IN REGARDS TO BILL GATES",2,107,1,0
Bill Gates,RT @katakuna95: ive seen that photo of bill gates more than ive ever wanted to AND I STILL DONT SEE IT,0,102,1,1
Bill Gates,RT @wef: .@BillGates: Global #inequality is falling faster than ever,0,70,2,0
Bill Gates,RT @avidaniels: DO U THINK ROMEO ONLY WANTS TO SLAM BILL GATES FOR THE $$$$$,0,76,2,1
Bill Gates,RT @morewolfjob: my favourite shakespeare play is Romeo and Young Bill Gates,3,76,2,0
Bill Gates,im gonna be honest. if young bill gates didnt have such stupid hair he would be a lot cuter,0,91,1,1
Bill Gates,"RT @SKYHlLL: in the early hours in the morning before the sun has risen i want bill gates laying next to me, holding my hand, after the ama",0,139,1,0
Bill Gates,"@falloutbutch bill gates is rich but i want to show him that his money is meaningless in our relationship,",0,106,1,1
Bill Gates,who's bill gates,0,16,1,1
Bill Gates,"It is the east, and young Bill Gates is the sun.",2,48,1,0
Bill Gates,"RT @odamnovan: Romeo: ""I have a genuine love and attraction for bill gates I just want him to feel okay"" Me: ",1,110,2,0
Bill Gates,@SKYHlLL YOU WANNA FUCK BILL GATES GET OUT OF MY HOME ROMEO YOU NAAAAASTY,0,73,1,1
Bill Gates,RT @odamnovan: I don't /want/ to fuck bill gates but I'd blow him for his money yeah,0,84,1,0
Bill Gates,"Yeah because its ALL about him. You dont see Bill Gates name plastered everywhere, yet he's made way more than Trump ",3,117,1,0
Bill Gates,RT @GoldenPanda61: I find it funny when people take pics of like 350 dollars and think that they're bill gates or something,0,123,1,0
Bill Gates,RT @falloutbutch: WOULD U FUCK BILL GATES????,2,45,1,1
Bill Gates,RT @TerribleMaps: Countries that Bill Gates is richer than are marked with a picture of Bill Gates smiling,4,109,1,0
Bill Gates,RT @InkyStardust: but why specifically young bill gates??? you couldnt find anyon e  else to scream over??,0,106,1,1
Bill Gates,What were Bill Gates's worst decisions as CEO?,2,47,1,1
Bill Gates,@SKYHlLL @avidaniels r u in luv with current bill gates too or just young bill,0,78,1,0
Bill Gates,"""Think twice son, she is Bill Gates' daughter!"" #GetTheFugOuttaHereWithThat",2,76,2,0
Bill Gates,"@BillGates To Dear Bill Gates That is now increasingly Success, Please Help me and help me and my family With 100 Billion Rupiah Money ... .",0,140,2,0
Bill Gates,young bill gates kinda looks like some fuckboy i know,0,53,1,1
Bill Gates,i get off to that picture of bill gates,0,39,1,1
Bill Gates,Your most unhappy customers are your greatest source of learning - Bill Gates #Quote #DreamBig,0,94,2,0
Bill Gates,Success is a lousy teacher.  It seduces smart people into thinking they cant lose. - Bill Gates,2,95,2,0
Bill Gates,"If i have a dime for everytime i remember you , bill gates will work for me.",0,76,1,0
Bill Gates,"WHAT??? I DON""T THINK SO ",0,25,1,1
Bill Gates,If I had a penny for every time I've been told to shut up because I'm annoying I'd be bffs with Bill Gates,2,107,1,0
Bill Gates,RT @biverson11: Blessed to Receive the Bill Gates Scholarship!!!,0,65,1,0
Bill Gates,RT @TwtLols: Very useful quotes from Bill Gates.,2,49,1,0
Bill Gates,@TheRandomAnt yeah. It's almost done.  My internet connects directly to Bill Gates piss hole.  So.,2,98,1,1
Bill Gates,"RT @msalmonowicz: Everyone in #K12 &amp; #highered should read piece from @billgates on #edtech and ""new majority"" of American students: ",0,137,2,0
Bill Gates,India Holds Bill Gates Accountable For His Vaccine Crimes,0,58,1,1
Bill Gates,Job: What would you have said if Bill Gates had invited you?,2,62,2,0
Bill Gates,@XboxSupport waiting for party's to work so I can talk to my friends and have fun. Thanks bill gates,0,100,1,0
Bill Gates,"@illegalzac Matt: ancient greek translation for ""eternal sex-god"". It is beleive...  ",1,85,2,0
Bill Gates,"TELL BILL GATES TO SUCK MY ASS, MOM #southpark #GoT",2,51,1,1
Bill Gates,Microsoft lumia I like phones but I don't have one but I do like Bill gates and Micorsoft,2,89,1,0
Bill Gates,RT @icet88: Bill Gates left school Steve Jobs left school Mark Zuckerberg left school When YOU leave school... ,6,111,2,0
Bill Gates,If Bill Gates dropped a hundred dollar bill it wouldn't be worth his time to pick it up,2,87,1,0
Bill Gates,", I'm Tryna Be Like Bill Gates. Getting Money In My Sleep. ",2,59,1,0
Bill Gates,"@Phenomics_ ""Bill Gates, Fix your shit!"" - Snoop Dogg",4,53,1,1
Bill Gates,RT @Nellie93336J: Philanthropists like Nicolas Berggruen are reshaping the landscape with smaller versions of the foundations established b,2,139,2,0
Bill Gates,That awkward moment when Bill Gates looks like the Geico Lizard,2,64,1,1
Bill Gates,The black Bill Gates.,2,22,2,0
Bill Gates,If Bill Gates had to work tech support Microsoft glitches would never happen again.,2,83,1,0
